CAR_SELL_NO,CAR_ID,CAR_SELL_EA,CAR_SELL_PRICE,CAR_SELL_DATE
1286.0,A352005209,9,359028,2024-08-18
1287.0,R685212970,20,111040,2024-03-23
1288.0,U828265421,7,569485,2024-04-30
1289.0,B045852184,17,1207595,2024-03-01
1290.0,B777474272,8,447976,2024-10-03
1291.0,Q112016639,23,717692,2024-10-21
1292.0,E608115249,7,105924,2024-04-26
1293.0,J643585567,6,438996,2024-04-23
1294.0,G821038534,27,2064690,2024-03-29
1295.0,L729285254,24,229512,2024-10-24
1296.0,E701115984,21,1577268,2024-09-23
1297.0,J463563068,13,599885,2024-11-25
1298.0,X422570317,24,1787736,2024-01-05
1299.0,C647821765,6,506100,2024-03-24
1300.0,D842722205,22,1207118,2024-02-06
1301.0,F998633996,9,846522,2024-02-04
1302.0,H508104329,6,72294,2024-04-03
1303.0,G306245598,4,371496,2024-12-23
1304.0,W038984427,26,2232594,2024-09-21
1305.0,V897288233,24,951384,2024-02-05
1306.0,Z544596065,14,491974,2024-10-25
1307.0,P829129866,7,689437,2024-09-09
1308.0,S336943901,3,115728,2024-06-15
1309.0,L424845602,15,586260,2024-02-08
1310.0,Y067158542,21,108801,2024-04-09
1311.0,F277009561,29,2378261,2024-02-03
1312.0,O254429620,11,306988,2024-12-05
1313.0,C081665282,1,99042,2024-09-12
1314.0,B546304353,5,165170,2024-07-02
1315.0,W900686286,5,240340,2024-07-13
1316.0,Y921904065,19,1708518,2024-02-25
1317.0,Q631063254,25,1797250,2024-06-02
1318.0,K956424091,18,459504,2024-06-04
1319.0,I820340673,23,277495,2024-06-16
1320.0,M425445185,4,198644,2024-02-07
1321.0,H433423845,28,154532,2024-09-07
1322.0,N335389271,19,1762345,2024-07-06
1323.0,R425867759,6,445608,2024-10-15
1324.0,K525466793,11,1093818,2024-03-10
1325.0,S027552319,14,640458,2024-07-05
1326.0,U550239598,12,945672,2024-10-01
1327.0,Y613538164,21,1344189,2024-07-04
1328.0,W512602413,19,1304274,2024-08-17
1329.0,T840592413,14,575596,2024-11-19
1330.0,Q753858224,21,1830507,2024-12-23
1331.0,G065805243,23,1095053,2024-06-10
1332.0,N330988361,29,173333,2024-11-09
1333.0,B053739247,13,518011,2024-04-04
1334.0,P592625225,13,973375,2024-08-28
1335.0,B633357219,2,198102,2024-11-21
1336.0,U741951707,17,1241935,2024-06-17
1337.0,O448665958,3,84888,2024-03-19
1338.0,U427773141,25,879775,2024-10-30
1339.0,L440506770,11,382591,2024-12-03
1340.0,U496952703,28,783384,2024-04-17
1341.0,S629510692,4,161592,2024-01-14
1342.0,C647821765,7,590450,2024-02-16
1343.0,U990860816,3,291399,2024-05-13
1344.0,O892921644,10,72460,2024-10-03
1345.0,M811372016,25,42375,2024-07-09
1346.0,G440036261,28,1792168,2024-09-16
1347.0,F167425315,2,35142,2024-01-02
1348.0,U711736928,17,1372019,2024-09-05
1349.0,J487303391,1,20022,2024-04-08
1350.0,T058595213,10,694510,2024-06-04
1351.0,W648466726,19,1770743,2024-04-06
1352.0,H867691070,5,146630,2024-09-03
1353.0,H126863580,7,249998,2024-07-07
1354.0,R897366680,17,551242,2024-02-26
1355.0,C501309417,2,64754,2024-06-15
1356.0,K984183351,12,759036,2024-06-08
1357.0,H125481266,23,226481,2024-07-21
1358.0,P702142151,10,778450,2024-07-03
1359.0,R897366680,24,778224,2024-06-06
1360.0,K355649848,19,1872963,2024-08-04
1361.0,Y097038117,22,623942,2024-09-08
1362.0,R997976567,8,474608,2024-10-25
1363.0,Q878145912,30,388920,2024-02-11
1364.0,F173852994,17,1632187,2024-02-26
1365.0,L527089852,16,1215728,2024-12-06
1366.0,L682245013,16,324448,2024-11-13
1367.0,F173852994,2,192022,2024-10-24
1368.0,Y944324666,30,2685000,2024-07-06
1369.0,G055573166,21,731430,2024-02-06
1370.0,G356830747,28,1929704,2024-06-23
1371.0,X478195768,26,1027026,2024-10-07
1372.0,V680613595,8,527496,2024-12-04
1373.0,P993704205,29,713603,2024-11-14
1374.0,E439425680,21,1948611,2024-06-19
1375.0,Q142940321,14,1203370,2024-10-13
1376.0,Y579409230,10,882550,2024-08-05
1377.0,N795332614,29,501468,2024-01-13
1378.0,Q864662250,14,1288882,2024-09-21
1379.0,R157835570,27,1975023,2024-10-18
1380.0,H867691070,25,733150,2024-07-30
1381.0,P635231862,21,1101849,2024-04-15
1382.0,U447532305,21,183771,2024-01-04
1383.0,W732933012,3,31557,2024-05-19
1384.0,U750243814,25,2204800,2024-12-11
1385.0,W512602413,9,617814,2024-04-10
1386.0,U793064742,15,1445670,2024-09-10
1387.0,J487303391,1,20022,2024-09-12
1388.0,E084008933,29,1745510,2024-12-16
1389.0,X131004086,12,710112,2024-05-06
1390.0,A503624634,8,162440,2024-07-13
1391.0,T070850555,15,1167795,2024-02-27
1392.0,U388651110,11,745943,2024-10-28
1393.0,K608630581,14,1231580,2024-08-08
1394.0,I031696937,25,1113075,2024-02-03
1395.0,W419312518,6,367812,2024-02-02
1396.0,V050397298,4,362760,2024-09-20
1397.0,W038984427,21,1803249,2024-06-21
1398.0,P569221521,3,160623,2024-12-02
1399.0,G661171237,24,854904,2024-04-08
1400.0,S337412274,16,473328,2024-06-23
1401.0,A825837067,15,1037940,2024-02-27
1402.0,K436483658,21,687078,2024-08-04
1403.0,T616019194,19,376694,2024-01-09
1404.0,G822912920,9,641718,2024-06-18
1405.0,C291173995,12,266304,2024-09-07
1406.0,C278445126,2,183352,2024-01-27
1407.0,R025095305,14,124110,2024-04-18
1408.0,C637282030,5,235415,2024-10-27
1409.0,L463133351,16,150992,2024-06-08
1410.0,R839463235,6,40182,2024-07-16
1411.0,X592842496,30,1124010,2024-08-20
1412.0,C809725832,17,1498040,2024-09-15
1413.0,I742402077,6,467838,2024-02-05
1414.0,X460676864,19,934781,2024-08-29
1415.0,C214564354,5,146150,2024-03-07
1416.0,A468883603,27,1381995,2024-11-08
1417.0,C270043103,25,2262425,2024-07-11
1418.0,R176415300,8,627936,2024-02-28
1419.0,X333735463,15,1009260,2024-05-07
1420.0,W215461434,18,1596978,2024-10-19
1421.0,W252106239,5,394295,2024-10-16
1422.0,B482485011,4,36552,2024-03-28
1423.0,F335789993,16,753840,2024-05-16
1424.0,K357603959,9,27153,2024-09-12
1425.0,H931881461,18,1442250,2024-04-25
1426.0,W851494912,6,301920,2024-09-02
1427.0,C501309417,4,129508,2024-06-16
1428.0,D064426196,30,1883400,2024-10-29
1429.0,Z117933754,29,466581,2024-11-11
1430.0,N909404119,6,281724,2024-05-30
1431.0,M354903096,15,151710,2024-12-29
1432.0,L479407622,14,338548,2024-06-04
1433.0,H411605976,3,230466,2024-04-06
1434.0,Q150056441,18,1110726,2024-04-22
1435.0,Q270674021,10,523910,2024-10-16
1436.0,W016325087,5,211885,2024-12-07
1437.0,I519074181,24,1309536,2024-07-15
1438.0,T395317199,29,228607,2024-09-02
1439.0,S993709882,14,757554,2024-04-21
1440.0,L479407622,13,314366,2024-12-23
1441.0,P044144927,14,93506,2024-12-04
1442.0,U987757248,6,459990,2024-01-11
1443.0,L132949567,17,808197,2024-05-21
1444.0,W280805842,29,1154577,2024-06-12
1445.0,S337412274,21,621243,2024-02-24
1446.0,N883254755,8,762064,2024-10-06
1447.0,O109792584,11,955020,2024-06-30
1448.0,M425445185,26,1291186,2024-03-16
1449.0,W483516717,3,185781,2024-01-10
1450.0,D104907146,21,349881,2024-12-13
1451.0,N335389271,15,1391325,2024-10-17
1452.0,U439819936,14,670628,2024-10-09
1453.0,P224250726,13,1130935,2024-12-08
1454.0,W239757852,16,792784,2024-07-30
1455.0,K964087101,20,1853160,2024-12-29
1456.0,Y579409230,15,1323825,2024-05-24
1457.0,N045002927,20,1721900,2024-09-03
1458.0,U496952703,4,111912,2024-11-13
1459.0,C214564354,5,146150,2024-06-22
1460.0,E660005754,11,203412,2024-12-26
1461.0,J717523165,19,1272088,2024-05-17
1462.0,E650661266,3,52719,2024-06-08
1463.0,H866453209,18,944982,2024-09-08
1464.0,Q892763697,10,181690,2024-04-04
1465.0,I476126759,25,2139175,2024-08-13
1466.0,X007877659,22,228646,2024-10-15
1467.0,W890859975,17,938910,2024-03-28
1468.0,D035741442,15,1359375,2024-12-29
1469.0,L452429983,28,921368,2024-05-19
1470.0,M765241315,29,1243868,2024-08-09
1471.0,N037783278,17,1481261,2024-02-24
1472.0,U411238876,14,288974,2024-05-26
1473.0,F032211073,9,217152,2024-09-02
1474.0,W966855150,23,1342257,2024-05-18
1475.0,O934751683,23,960457,2024-03-09
1476.0,G163009033,28,2078720,2024-07-22
1477.0,R344978972,22,2038608,2024-09-10
1478.0,N368048154,10,457160,2024-02-08
1479.0,N037783278,1,87133,2024-01-01
1480.0,M811372016,9,15255,2024-11-20
1481.0,I287499056,13,1116115,2024-08-06
1482.0,M349682280,18,1616238,2024-04-18
1483.0,J018264501,17,595714,2024-11-23
1484.0,F277009561,17,1394153,2024-08-01
1485.0,N903170547,12,711552,2024-10-17
1486.0,Z900456153,17,975783,2024-01-13
1487.0,G768792448,18,249120,2024-04-14
1488.0,V617712197,19,1135288,2024-06-25
1489.0,X281799635,1,35745,2024-12-13
1490.0,T256482670,11,447337,2024-01-21
1491.0,U388651110,22,1491886,2024-04-18
1492.0,C214564354,3,87690,2024-11-08
1493.0,U255290453,19,596695,2024-09-21
1494.0,Q872715442,6,222888,2024-10-23
1495.0,O517540077,23,625071,2024-12-23
1496.0,B059047199,24,1644768,2024-08-21
1497.0,K727769927,19,246544,2024-02-17
1498.0,Q794367626,28,1521968,2024-06-04
1499.0,U427773141,26,914966,2024-06-11
1500.0,D348188468,18,286110,2024-05-23
1501.0,P426838004,29,254301,2024-02-10
1502.0,J522521405,19,1553668,2024-10-11
1503.0,D591026975,16,995648,2024-10-14
1504.0,O646710947,6,187536,2024-12-13
1505.0,H669884465,14,438312,2024-08-23
1506.0,K967283819,9,187056,2024-11-30
1507.0,X111172529,10,336290,2024-10-16
1508.0,G836049523,6,362238,2024-02-05
1509.0,L841689506,6,84282,2024-05-17
1510.0,W481618149,22,461736,2024-05-16
1511.0,A504508671,24,1442664,2024-04-14
1512.0,W706567633,9,172035,2024-04-28
1513.0,O517540077,18,489186,2024-10-04
1514.0,J060439630,2,9302,2024-12-23
1515.0,C270043103,11,995467,2024-03-14
1516.0,E018566127,24,1275000,2024-03-01
1517.0,V873161162,19,579367,2024-03-18
1518.0,P846901913,9,716904,2024-01-29
1519.0,V345497468,21,1683213,2024-04-04
1520.0,D501648798,30,1590840,2024-12-09
1521.0,G628269505,10,429840,2024-10-10
1522.0,C647998314,12,1007220,2024-10-22
1523.0,M425445185,15,744915,2024-01-24
1524.0,G016433991,3,48945,2024-05-06
1525.0,L527089852,22,1671626,2024-11-25
1526.0,H866453209,21,1102479,2024-07-19
1527.0,W280805842,18,716634,2024-04-27
1528.0,P222000440,16,363120,2024-04-11
1529.0,L251746539,16,1223376,2024-07-13
1530.0,H867691070,13,381238,2024-11-03
1531.0,J877656098,5,446895,2024-07-14
1532.0,W038984427,28,2404332,2024-10-19
1533.0,Q172783216,14,390950,2024-02-03
1534.0,W483516717,7,433489,2024-10-11
1535.0,V109431887,2,52390,2024-04-25
1536.0,S668098910,12,221400,2024-10-02
1537.0,R145944006,3,4707,2024-05-19
1538.0,A327295656,14,1354374,2024-03-29
1539.0,X183085995,19,21451,2024-08-16
1540.0,K038228761,12,762984,2024-05-10
1541.0,P993704205,13,319891,2024-11-23
1542.0,G399765948,19,1775664,2024-09-30
1543.0,W239757852,14,693686,2024-01-10
1544.0,D035741442,14,1268750,2024-01-19
1545.0,A838680227,30,1256280,2024-06-22
1546.0,V178697294,5,90165,2024-07-03
1547.0,P641482926,5,268855,2024-01-19
1548.0,R776416412,4,336672,2024-11-07
1549.0,D591026975,12,746736,2024-01-04
1550.0,U811815132,25,810125,2024-05-20
1551.0,A940722549,3,228864,2024-04-10
1552.0,R344978972,13,1204632,2024-01-27
1553.0,O582777586,15,329910,2024-05-19
1554.0,R851582856,25,679325,2024-03-09
1555.0,D747181561,17,1460878,2024-01-16
1556.0,O706717498,26,429468,2024-04-18
1557.0,A844092346,7,70882,2024-05-09
1558.0,H905617007,8,612896,2024-12-12
1559.0,T941263140,29,1023207,2024-08-14
1560.0,D787383227,17,1008406,2024-10-23
1561.0,D035741442,2,181250,2024-08-03
1562.0,Q892763697,11,199859,2024-09-28
1563.0,S041543497,19,1716080,2024-10-14
1564.0,R324526142,18,959922,2024-02-07
1565.0,T338673690,8,23064,2024-06-14
1566.0,O213847266,29,1147066,2024-07-26
1567.0,Q864662250,10,920630,2024-01-26
1568.0,E033775266,26,2275364,2024-07-20
1569.0,C380984978,2,78874,2024-12-23
1570.0,G364907167,2,47970,2024-07-27
1571.0,E650661266,4,70292,2024-12-11
1572.0,N655665247,21,1308174,2024-04-04
1573.0,X723659441,7,632611,2024-11-06
1574.0,N948004508,12,983340,2024-08-09
1575.0,K302758235,12,1100304,2024-11-08
1576.0,H557805714,29,2138866,2024-07-14
1577.0,M059209480,15,1085595,2024-11-02
1578.0,H625764902,13,1252043,2024-02-09
1579.0,J877656098,12,1072548,2024-07-15
1580.0,F032211073,15,361920,2024-05-29
1581.0,T629832223,19,878237,2024-09-14
1582.0,B855115307,27,666063,2024-09-12
1583.0,S729006635,20,1458720,2024-08-25
1584.0,C498228694,29,721752,2024-02-29
1585.0,V873161162,22,670846,2024-10-06
1586.0,B198396987,30,1107810,2024-08-01
1587.0,A645377572,1,48949,2024-09-17
1588.0,R243342353,20,38680,2024-12-20
1589.0,S426674954,27,770607,2024-01-18
1590.0,S466601896,30,1361190,2024-01-30
1591.0,I858092019,16,1127632,2024-11-20
1592.0,B340451218,23,274965,2024-04-27
1593.0,T832737926,27,2286738,2024-01-06
1594.0,S802255447,2,50038,2024-02-28
1595.0,W648466726,26,2423122,2024-02-02
1596.0,Z190319137,9,815184,2024-12-16
1597.0,B254892285,27,2028294,2024-01-11
1598.0,H874491629,18,1257840,2024-01-05
1599.0,P335043999,25,947975,2024-05-03
1600.0,J018264501,23,805966,2024-04-28
1601.0,O684748006,29,1184244,2024-04-24
1602.0,D243680166,22,1871980,2024-01-28
1603.0,D747181561,16,1374944,2024-02-13
1604.0,S082335241,9,691992,2024-04-18
1605.0,C214564354,19,555370,2024-03-27
1606.0,C894196951,7,697697,2024-11-09
1607.0,D024709893,14,1296330,2024-03-08
1608.0,M943487957,9,873153,2024-10-13
1609.0,K410090627,24,552120,2024-02-04
1610.0,A243637392,10,226080,2024-02-11
1611.0,K984183351,4,253012,2024-05-26
1612.0,V680613595,27,1780299,2024-06-23
1613.0,D243680166,1,85090,2024-08-08
1614.0,Y182660926,2,124762,2024-01-23
1615.0,X547437075,15,33285,2024-05-20
1616.0,E084008933,11,662090,2024-12-30
1617.0,G016433991,29,473135,2024-02-29
1618.0,E650113547,2,95466,2024-11-20
1619.0,P461233551,17,734774,2024-09-01
1620.0,A659737920,14,261884,2024-09-07
1621.0,I031696937,4,178092,2024-11-22
1622.0,A444700900,10,967280,2024-04-12
1623.0,M367281019,5,11725,2024-05-23
1624.0,W352418999,18,559872,2024-03-01
1625.0,J643585567,3,219498,2024-06-28
1626.0,S027552319,1,45747,2024-07-10
1627.0,P897836561,10,719040,2024-05-10
1628.0,I966527332,4,300192,2024-01-21
1629.0,R308840841,6,476532,2024-05-29
1630.0,Y601963332,28,1507940,2024-06-12
1631.0,Q112016639,29,904916,2024-10-06
1632.0,V230132362,24,1243704,2024-12-17
1633.0,P008456631,28,331520,2024-10-19
1634.0,P335043999,27,1023813,2024-03-30
1635.0,W681083986,2,168248,2024-06-20
1636.0,Q837297985,12,89304,2024-05-03
1637.0,B777474272,13,727961,2024-10-12
1638.0,W702123429,2,94080,2024-05-22
1639.0,B289673893,12,625668,2024-05-19
1640.0,W706567633,24,458760,2024-08-22
1641.0,R232083239,9,684531,2024-11-15
1642.0,H571457057,25,1286825,2024-02-05
1643.0,U427773141,3,105573,2024-10-16
1644.0,H557805714,9,663786,2024-06-17
1645.0,P388460254,10,844030,2024-12-22
1646.0,C647998314,19,1594765,2024-09-19
1647.0,F987013276,6,177594,2024-12-14
1648.0,Q549170856,7,152782,2024-11-13
1649.0,L440506770,1,34781,2024-12-06
1650.0,C237831319,28,147448,2024-09-19
1651.0,H529868855,27,2575449,2024-06-14
1652.0,H214226296,17,1285217,2024-07-13
1653.0,D295292814,12,152784,2024-10-25
1654.0,U951547738,21,1256283,2024-06-06
1655.0,Q753858224,16,1394672,2024-05-29
1656.0,H618072743,10,287680,2024-03-14
1657.0,L708776341,8,162528,2024-11-13
1658.0,B514121037,21,2048907,2024-09-21
1659.0,F377737243,3,175506,2024-02-26
1660.0,O663336224,16,677648,2024-10-17
1661.0,J430982474,30,967230,2024-03-29
1662.0,A243637392,17,384336,2024-07-23
1663.0,C087693814,17,634066,2024-08-15
1664.0,C081665282,21,2079882,2024-02-15
1665.0,I966527332,24,1801152,2024-07-28
1666.0,H937158201,18,89712,2024-06-09
1667.0,E755360650,14,591192,2024-07-18
1668.0,Q864662250,8,736504,2024-08-20
1669.0,V798707875,30,543060,2024-11-10
1670.0,X592842496,7,262269,2024-05-16
1671.0,H361190830,25,1291975,2024-10-22
1672.0,N883254755,24,2286192,2024-03-13
1673.0,S013501024,3,6375,2024-01-14
1674.0,K941882496,2,59710,2024-08-03
1675.0,B276416584,6,294402,2024-11-06
1676.0,B697489945,6,197910,2024-01-30
1677.0,Y977661223,14,1069642,2024-11-09
1678.0,W976725699,8,556168,2024-10-23
1679.0,C214564354,8,233840,2024-10-17
1680.0,E962969762,9,439218,2024-02-01
1681.0,G440036261,27,1728162,2024-04-15
1682.0,B198396987,24,886248,2024-01-04
1683.0,H957734696,24,587328,2024-12-11
1684.0,P536025382,12,176988,2024-07-19
1685.0,D295292814,2,25464,2024-10-22
1686.0,T338673690,1,2883,2024-12-03
1687.0,Y531854286,30,2712180,2024-06-09
1688.0,S720565277,28,1770748,2024-09-01
1689.0,P024096291,4,93496,2024-08-21
1690.0,K727769927,30,389280,2024-03-01
1691.0,B970071055,30,2282880,2024-09-22
1692.0,F987013276,17,503183,2024-12-07
1693.0,A659737920,25,467650,2024-11-20
1694.0,Z283537233,19,212914,2024-11-27
1695.0,P592625225,23,1722125,2024-12-14
1696.0,Y296258282,21,1986600,2024-01-13
1697.0,W483516717,30,1857810,2024-03-08
1698.0,P391192927,12,843840,2024-08-22
1699.0,B095323082,15,371685,2024-05-03
1700.0,U750243814,10,881920,2024-05-08
1701.0,L424845602,21,820764,2024-08-17
1702.0,G373221450,24,649032,2024-11-04
1703.0,S027552319,5,228735,2024-01-29
1704.0,V013851683,10,748690,2024-05-19
1705.0,U112516740,12,849612,2024-01-15
1706.0,X841782720,3,277605,2024-09-23
1707.0,Z544596065,3,105423,2024-03-23
1708.0,Y269781051,24,1740384,2024-05-11
1709.0,M367281019,29,68005,2024-09-11
1710.0,H957734696,20,489440,2024-04-15
1711.0,V982691755,4,10540,2024-12-30
1712.0,H126863580,8,285712,2024-06-15
1713.0,J584027212,30,1423980,2024-04-11
1714.0,O126363356,17,229891,2024-11-19
1715.0,I042029649,21,1896930,2024-10-18
1716.0,U449146077,22,2063226,2024-08-25
1717.0,Z900456153,16,918384,2024-09-22
1718.0,C985836169,23,313306,2024-07-26
1719.0,Y492161934,10,466220,2024-06-08
1720.0,K098038286,19,123557,2024-10-04
1721.0,P494002797,29,2348623,2024-11-03
1722.0,S204785497,3,70284,2024-10-05
1723.0,T832737926,12,1016328,2024-03-16
1724.0,G356830747,12,827016,2024-07-04
1725.0,C647821765,27,2277450,2024-01-14
1726.0,I858092019,25,1761925,2024-07-12
1727.0,A503624634,2,40610,2024-09-25
1728.0,T186807809,2,80150,2024-02-28
1729.0,S426674954,18,513738,2024-06-12
1730.0,G263512451,12,967392,2024-01-02
1731.0,G362341523,9,104175,2024-01-24
1732.0,C670209583,13,921583,2024-11-25
1733.0,O934751683,2,83518,2024-01-02
1734.0,Z128252466,21,851529,2024-02-04
1735.0,Y636652899,27,1314954,2024-06-14
1736.0,A503624634,15,304575,2024-12-13
1737.0,A580579654,11,316448,2024-02-14
1738.0,N490876449,5,376560,2024-05-15
1739.0,H596256921,4,102492,2024-11-27
1740.0,E608115249,23,348036,2024-04-28
1741.0,L435805178,12,186948,2024-08-09
1742.0,C303397977,19,158327,2024-01-12
1743.0,T394178361,16,277600,2024-05-10
1744.0,W747843191,19,552824,2024-08-02
1745.0,B777474272,18,1007946,2024-12-27
1746.0,T395317199,19,149777,2024-04-19
1747.0,E455667323,16,576944,2024-03-13
1748.0,H508104329,10,120490,2024-07-28
1749.0,A204540573,29,2131065,2024-02-23
1750.0,M367281019,17,39865,2024-05-13
1751.0,V879895006,28,1714160,2024-05-29
1752.0,F480006937,8,660632,2024-06-05
1753.0,P926378923,1,66750,2024-07-07
1754.0,I287499056,4,343420,2024-11-01
1755.0,F173852994,7,672077,2024-10-26
1756.0,O903560195,8,445736,2024-04-05
1757.0,V474393583,25,719825,2024-11-11
1758.0,G142738053,7,407911,2024-04-25
1759.0,I856285533,25,2401000,2024-12-06
1760.0,X536101175,15,118680,2024-10-03
1761.0,N769705221,3,86739,2024-06-14
1762.0,B045852184,11,781385,2024-01-21
1763.0,X592842496,1,37467,2024-10-13
1764.0,W245969928,20,1213980,2024-05-07
1765.0,Q850678922,8,655632,2024-02-21
1766.0,C894196951,29,2890459,2024-09-17
1767.0,X331394143,17,426581,2024-01-02
1768.0,H220824678,9,732978,2024-02-07
1769.0,D035741442,21,1903125,2024-11-17
1770.0,G516987560,21,2084901,2024-08-28
1771.0,A723048111,14,470050,2024-08-26
1772.0,D526812125,15,74310,2024-05-22
1773.0,S864116125,28,702940,2024-07-08
1774.0,V798707875,24,434448,2024-11-08
1775.0,E286975003,12,732672,2024-09-22
1776.0,Y097038117,26,737386,2024-04-16
1777.0,T534927324,4,204852,2024-06-14
1778.0,O787758959,5,365925,2024-07-03
1779.0,X880159119,9,717561,2024-07-25
1780.0,C907353087,26,2516358,2024-01-05
1781.0,K250056740,2,106800,2024-10-05
1782.0,K335342868,6,382086,2024-09-16
1783.0,D636790778,9,262503,2024-06-12
1784.0,G065805243,28,1333108,2024-02-09
1785.0,C647821765,12,1012200,2024-05-14
1786.0,P926378923,9,600750,2024-12-05
1787.0,B783139563,20,1955100,2024-12-17
1788.0,F987013276,23,680777,2024-02-09
1789.0,C081665282,11,1089462,2024-03-03
1790.0,W851494912,20,1006400,2024-10-02
1791.0,N954067387,3,41394,2024-11-23
1792.0,Q979647062,6,138738,2024-03-12
1793.0,N551986542,16,1279520,2024-01-02
1794.0,C695876719,4,42184,2024-11-11
1795.0,L491814633,14,1149400,2024-01-22
1796.0,L424845602,27,1055268,2024-11-17
1797.0,R157835570,1,73149,2024-03-18
1798.0,U124232076,6,295578,2024-10-05
1799.0,C687774164,27,1831869,2024-06-29
1800.0,X880159119,30,2391870,2024-03-15
1801.0,K157947778,30,2967690,2024-02-26
1802.0,K436483658,28,916104,2024-02-01
1803.0,K525466793,23,2287074,2024-08-01
1804.0,P008456631,8,94720,2024-06-01
1805.0,E306830715,9,322803,2024-09-10
1806.0,T273879949,19,769386,2024-01-01
1807.0,J487303391,20,400440,2024-08-21
1808.0,J699515866,6,504996,2024-09-19
1809.0,T037773970,11,54791,2024-11-08
1810.0,G994569414,30,2779200,2024-03-18
1811.0,F704711829,21,1227765,2024-04-11
1812.0,W311612598,16,1132160,2024-10-23
1813.0,Y964414601,24,1161336,2024-12-15
1814.0,H850272407,10,509610,2024-02-11
1815.0,F294229612,11,651101,2024-11-15
1816.0,O284087669,25,1088350,2024-10-23
1817.0,P969062313,14,1262408,2024-08-17
1818.0,H571457057,14,720622,2024-06-25
1819.0,R535609618,20,331960,2024-01-18
1820.0,H341927508,14,441952,2024-12-14
1821.0,R999448986,28,463484,2024-04-02
1822.0,W536888744,6,180258,2024-12-14
1823.0,D747181561,9,773406,2024-09-12
1824.0,M454765384,15,1279800,2024-06-06
1825.0,H905617007,2,153224,2024-03-01
1826.0,Y269781051,13,942708,2024-08-12
1827.0,X804421918,28,717136,2024-06-07
1828.0,P500381193,17,242420,2024-10-01
1829.0,O106473515,1,18284,2024-07-27
1830.0,U388651110,16,1085008,2024-09-24
1831.0,C120654890,8,610696,2024-06-11
1832.0,O956865816,21,465360,2024-01-20
1833.0,D329619475,2,16656,2024-10-20
1834.0,N979782390,12,1006128,2024-02-10
1835.0,L178691740,6,364602,2024-10-20
1836.0,S027552319,16,731952,2024-01-10
1837.0,F313597919,3,266169,2024-09-13
1838.0,R243342353,4,7736,2024-03-28
1839.0,H866453209,11,577489,2024-01-30
1840.0,D825382288,22,1325016,2024-10-13
1841.0,H220824678,11,895862,2024-08-08
1842.0,E018566127,7,371875,2024-04-13
1843.0,V798707875,7,126714,2024-06-28
1844.0,P536025382,15,221235,2024-05-17
1845.0,P593405810,2,113732,2024-04-02
1846.0,P846901913,6,477936,2024-05-26
1847.0,P569221521,18,963738,2024-10-04
1848.0,V549103886,12,796872,2024-05-15
1849.0,V981564839,16,1582208,2024-01-27
1850.0,P511871292,24,1690344,2024-11-19
1851.0,I856285533,27,2593080,2024-03-05
1852.0,C985836169,27,367794,2024-04-11
1853.0,H557805714,14,1032556,2024-09-10
1854.0,Y067158542,24,124344,2024-09-20
1855.0,R025095305,12,106380,2024-10-02
1856.0,G661171237,21,748041,2024-11-13
1857.0,I742402077,29,2261217,2024-03-21
1858.0,I519074181,30,1636920,2024-02-21
1859.0,N019674271,1,19776,2024-06-16
1860.0,S707572184,16,1285200,2024-08-11
1861.0,P592625225,14,1048250,2024-10-22
1862.0,B926164119,26,2253316,2024-10-01
1863.0,N954067387,5,68990,2024-12-30
1864.0,Z190319137,8,724608,2024-05-04
1865.0,P793665209,15,1304235,2024-10-15
1866.0,Z545966983,13,828321,2024-12-05
1867.0,H125481266,3,29541,2024-08-03
1868.0,O458732744,3,205332,2024-08-15
1869.0,Y964414601,1,48389,2024-04-03
1870.0,G364907167,30,719550,2024-07-05
1871.0,D136469511,15,1410270,2024-06-20
1872.0,R999448986,24,397272,2024-03-29
1873.0,V879895006,19,1163180,2024-01-16
1874.0,N588786186,25,2089125,2024-08-20
1875.0,A503624634,1,20305,2024-06-19
1876.0,E599401013,30,2424000,2024-08-17
1877.0,U112516740,1,70801,2024-09-21
1878.0,L452429983,3,98718,2024-09-02
1879.0,K849117844,7,435498,2024-08-29
1880.0,B170298237,2,89918,2024-02-16
1881.0,O663336224,6,254118,2024-05-14
1882.0,X612165920,1,4406,2024-03-18
1883.0,P631422045,6,165678,2024-11-14
1884.0,M929043723,9,672426,2024-05-02
1885.0,J695996090,30,1750530,2024-08-12
1886.0,O582777586,15,329910,2024-03-29
1887.0,X333735463,19,1278396,2024-09-19
1888.0,S603369221,26,803452,2024-03-01
1889.0,L440506770,8,278248,2024-01-17
1890.0,Y579409230,29,2559395,2024-06-28
1891.0,P216361151,13,293813,2024-07-10
1892.0,X581279438,13,963365,2024-07-21
1893.0,S493682362,9,306909,2024-01-26
1894.0,Z488013552,21,666813,2024-05-08
1895.0,T956573261,4,217492,2024-10-11
1896.0,D064426196,18,1130040,2024-01-20
1897.0,P829129866,28,2757748,2024-08-26
1898.0,D566525219,28,1519448,2024-11-08
1899.0,P591207427,7,406126,2024-03-19
1900.0,S158738394,5,334605,2024-10-21
1901.0,N335389271,27,2504385,2024-01-24
1902.0,A452880887,25,327925,2024-01-08
1903.0,U288325031,17,1323433,2024-07-04
1904.0,U449146077,11,1031613,2024-08-30
1905.0,V879895006,12,734640,2024-10-22
1906.0,M107246804,27,522126,2024-12-17
1907.0,T256482670,3,122001,2024-06-22
